IDPLAYER,PLAYERNAME,FIRSTNAME,LASTNAME,IDFANGRAPHS,FANGRAPHSNAME,MLBID,MLBNAME,CBSID,CBSNAME,BREFID,ESPNID,ESPNNAME,BPID,FANTPROSNAME,LASTCOMMAFIRST,RAZZBALLNAME
slateau01,Austin Slater,Austin,Slater,16153,Austin Slater,596103,Austin Slater,2226803,Austin Slater,slateau01,35265,Austin Slater,71245,Austin Slater,"Slater, Austin",Austin Slater
vothau01,Austin Voth,Austin,Voth,15047,Austin Voth,608723,Austin Voth,2138864,Austin Voth,vothau01,35044,Austin Voth,102084,Austin Voth,"Voth, Austin",Austin Voth
wellsau01,Austin Wells,Austin,Wells,sa3014440,Austin Wells,669224,Austin Wells,26615276,Austin Wells,wellsau01,,Austin Wells,140577,Austin Wells,"Wells, Austin",Austin Wells
wynnsau01,Austin Wynns,Austin,Wynns,15271,Austin Wynns,642851,Austin Wynns,2226900,Austin Wynns,wynnsau01,35314,Austin Wynns,103280,Austin Wynns,"Wynns, Austin",Austin Wynns
garciav01,Avisail Garcia,Avisail,Garcia,5760,Avisail Garcia,541645,Avisail Garcia,1740934,Avisail Garcia,garciav01,30729,Avisail Garcia,59016,Avisail Garcia,"Garcia, Avisail",Avisail Garcia
falteba01,Bailey Falter,Bailey,Falter,20070,Bailey Falter,663559,Bailey Falter,26608272,Bailey Falter,falteba01,,Bailey Falter,105936,Bailey Falter,"Falter, Bailey",Bailey Falter
oberba01,Bailey Ober,Bailey,Ober,21224,Bailey Ober,641927,Bailey Ober,2837306,Bailey Ober,oberba01,3107919,Bailey Ober,111133,Bailey Ober,"Ober, Bailey",Bailey Ober
briesbe01,Beau Brieske,Beau,Brieske,26079,Beau Brieske,689225,Beau Brieske,26911772,Beau Brieske,briesbe01,,Beau Brieske,145443,Beau Brieske,"Brieske, Beau",Beau Brieske
burrobe01,Beau Burrows,Beau,Burrows,sa874682,Beau Burrows,663366,Beau Burrows,2184466,Beau Burrows,burrobe01,35046,Beau Burrows,105643,Beau Burrows,"Burrows, Beau",Beau Burrows
gamelbe01,Ben Gamel,Ben,Gamel,12160,Ben Gamel,592325,Ben Gamel,1961737,Ben Gamel,gamelbe01,31824,Ben Gamel,66995,Ben Gamel,"Gamel, Ben",Ben Gamel
rortvbe01,Ben Rortvedt,Ben,Rortvedt,20287,Ben Rortvedt,666163,Ben Rortvedt,2447460,Ben Rortvedt,rortvbe01,,Ben Rortvedt,108516,Ben Rortvedt,"Rortvedt, Ben",Ben Rortvedt
hamilbi02,Billy Hamilton,Billy,Hamilton,10199,Billy Hamilton,571740,Billy Hamilton,1799465,Billy Hamilton,hamilbi02,31042,Billy Hamilton,59654,Billy Hamilton,"Hamilton, Billy",Billy Hamilton
mckinbi01,Billy McKinney,Billy,McKinney,15654,Billy Mckinney,641856,Billy McKinney,2066306,Billy Mckinney,mckinbi01,33196,Billy McKinney,102667,Billy McKinney,"McKinney, Billy",Billy McKinney
ruthebl01,Blake Rutherford,Blake,Rutherford,sa917932,Blake Rutherford,666164,Blake Rutherford,2250603,Blake Rutherford,ruthebl01,36184,Blake Rutherford,109054,Blake Rutherford,"Rutherford, Blake",Blake Rutherford
sabolbl01,Blake Sabol,Blake,Sabol,sa3010269,Blake Sabol,666165,Blake Sabol,29038638,Blake Sabol,sabolbl01,,Blake Sabol,135580,Blake Sabol,"Sabol, Blake",Blake Sabol
snellbl01,Blake Snell,Blake,Snell,13543,Blake Snell,605483,Blake Snell,2006996,Blake Snell,snellbl01,33748,Blake Snell,70271,Blake Snell,"Snell, Blake",Blake Snell
treinbl01,Blake Treinen,Blake,Treinen,12572,Blake Treinen,595014,Blake Treinen,1953420,Blake Treinen,treinbl01,32185,Blake Treinen,68804,Blake Treinen,"Treinen, Blake",Blake Treinen
alexabl01,Blaze Alexander,Blaze,Alexander,sa3007742,Blaze Alexander,677942,Blaze Alexander,2932590,Blaze Alexander,alexabl01,,Blaze Alexander,111707,Blaze Alexander,"Alexander, Blaze",Blaze Alexander
madribl01,Bligh Madris,Bligh,Madris,20054,Bligh Madris,676632,Bligh Madris,2837156,Bligh Madris,madribl01,,Bligh Madris,110229,Bligh Madris,"Madris, Bligh",Bligh Madris
bichebo01,Bo Bichette,Bo,Bichette,19612,Bo Bichette,666182,Bo Bichette,2447495,Bo Bichette,bichebo01,38904,Bo Bichette,107491,Bo Bichette,"Bichette, Bo",Bo Bichette
naylobo01,Bo Naylor,Bo,Naylor,21865,Bo Naylor,666310,Bo Naylor,2942992,Bo Naylor,naylobo01,,Bo Naylor,130661,Bo Naylor,"Naylor, Bo",Bo Naylor
bradlbo01,Bobby Bradley,Bobby,Bradley,17278,Bobby Bradley,656252,Bobby Bradley,2165931,Bobby Bradley,bradlbo01,33858,Bobby Bradley,103745,Bobby Bradley,"Bradley, Bobby",Bobby Bradley
dalbebo01,Bobby Dalbec,Bobby,Dalbec,19966,Bobby Dalbec,666915,Bobby Dalbec,2506932,Bobby Dalbec,dalbebo01,39382,Bobby Dalbec,108855,Bobby Dalbec,"Dalbec, Bobby",Bobby Dalbec
millebo06,Bobby Miller,Bobby,Miller,sa3014422,Bobby Miller,676272,Bobby Miller,2837232,Bobby Miller,millebo06,,Bobby Miller,129445,Bobby Miller,"Miller, Bobby",Bobby Miller
wittbo02,Bobby Witt Jr.,Bobby,Witt Jr.,25764,Robert Witt,677951,Bobby Witt Jr.,3117472,Bobby Witt,wittbo02,42403,Bobby Witt Jr.,141166,Bobby Witt Jr.,"Witt Jr., Bobby",Bobby Witt Jr.
boxbebr01,Brad Boxberger,Brad,Boxberger,10133,Brad Boxberger,502202,Brad Boxberger,1813265,Brad Boxberger,boxbebr01,31495,Brad Boxberger,65809,Bradley Boxberger,"Boxberger, Brad",Brad Boxberger
handbr01,Brad Hand,Brad,Hand,9111,Brad Hand,543272,Brad Hand,1795804,Brad Hand,handbr01,31077,Brad Hand,57938,Brad Hand,"Hand, Brad",Brad Hand
kellebr01,Brad Keller,Brad,Keller,15734,Brad Keller,641745,Brad Keller,2823660,Brad Keller,kellebr01,35292,Brad Keller,102632,Brad Keller,"Keller, Brad",Brad Keller
millebr02,Brad Miller,Brad,Miller,12775,Brad Miller,543543,Brad Miller,1953818,Brad Miller,millebr02,32206,Brad Miller,65980,Brad Miller,"Miller, Brad",Brad Miller
peacobr01,Brad Peacock,Brad,Peacock,5401,Brad Peacock,502748,Brad Peacock,1833104,Brad Peacock,peacobr01,31591,Brad Peacock,57086,Brad Peacock,"Peacock, Brad",Brad Peacock
shewmbr01,Braden Shewmake,Braden,Shewmake,sa3010332,Braden Shewmake,669699,Braden Shewmake,3117918,Braden Shewmake,shewmbr01,,Braden Shewmake,136753,Braden Shewmake,"Shewmake, Braden",Braden Shewmake
zimmebr01,Bradley Zimmer,Bradley,Zimmer,16221,Bradley Zimmer,605548,Bradley Zimmer,2135252,Bradley Zimmer,zimmebr01,33713,Bradley Zimmer,70950,Bradley Zimmer,"Zimmer, Bradley",Bradley Zimmer
singebr01,Brady Singer,Brady,Singer,25377,Brady Singer,663903,Brady Singer,2942978,Brady Singer,singebr01,41172,Brady Singer,137001,Brady Singer,"Singer, Brady",Brady Singer
marqubr01,Brailyn Marquez,Brailyn,Marquez,21896,Brailyn Marquez,666622,Brailyn Marquez,2824086,Brailyn Marquez,marqubr01,41182,Brailyn Marquez,108146,Brailyn Marquez,"Marquez, Brailyn",Brailyn Marquez
beltbr01,Brandon Belt,Brandon,Belt,10264,Brandon Belt,474832,Brandon Belt,1757973,Brandon Belt,beltbr01,30901,Brandon Belt,65767,Brandon Belt,"Belt, Brandon",Brandon Belt
bielabr01,Brandon Bielak,Brandon,Bielak,19866,Brandon Bielak,656232,Brandon Bielak,2836609,Brandon Bielak,bielabr01,41260,Brandon Bielak,109459,Brandon Bielak,"Bielak, Brandon",Brandon Bielak
crawfbr01,Brandon Crawford,Brandon,Crawford,5343,Brandon Crawford,543063,Brandon Crawford,1666686,Brandon Crawford,crawfbr01,30469,Brandon Crawford,57758,Brandon Crawford,"Crawford, Brandon",Brandon Crawford
dixonbr01,Brandon Dixon,Brandon,Dixon,15214,Brandon Dixon,641525,Brandon Dixon,2169803,Brandon Dixon,dixonbr01,33911,Brandon Dixon,102572,Brandon Dixon,"Dixon, Brandon",Brandon Dixon
drurybr01,Brandon Drury,Brandon,Drury,11615,Brandon Drury,592273,Brandon Drury,1957192,Brandon Drury,drurybr01,32269,Brandon Drury,66982,Brandon Drury,"Drury, Brandon",Brandon Drury
finnebr01,Brandon Finnegan,Brandon,Finnegan,16208,Brandon Finnegan,605232,Brandon Finnegan,2136391,Brandon Finnegan,finnebr01,33633,Brandon Finnegan,71272,Brandon Finnegan,"Finnegan, Brandon",Brandon Finnegan
hughebr01,Brandon Hughes,Brandon,Hughes,23460,Brandon Hughes,676714,Brandon Hughes,2837019,Brandon Hughes,hughebr01,,Brandon Hughes,110051,Brandon Hughes,"Hughes, Brandon",Brandon Hughes
kintzbr01,Brandon Kintzler,Brandon,Kintzler,9939,Brandon Kintzler,445213,Brandon Kintzler,1769564,Brandon Kintzler,kintzbr01,30959,Brandon Kintzler,46298,Brandon Kintzler,"Kintzler, Brandon",Brandon Kintzler
lowebr01,Brandon Lowe,Brandon,Lowe,18882,Brandon Lowe,664040,Brandon Lowe,2910604,Brandon Lowe,lowebr01,39961,Brandon Lowe,107284,Brandon Lowe,"Lowe, Brandon",Brandon Lowe
marshbr02,Brandon Marsh,Brandon,Marsh,20202,Brandon Marsh,669016,Brandon Marsh,2449449,Brandon Marsh,marshbr02,,,109122,Brandon Marsh,"Marsh, Brandon",Brandon Marsh
nimmobr01,Brandon Nimmo,Brandon,Nimmo,12927,Brandon Nimmo,607043,Brandon Nimmo,1894663,Brandon Nimmo,nimmobr01,32159,Brandon Nimmo,70524,Brandon Nimmo,"Nimmo, Brandon",Brandon Nimmo
pfaadbr01,Brandon Pfaadt,Brandon,Pfaadt,sa3014983,Brandon Pfaadt,694297,Brandon Pfaadt,26747035,Brandon Pfaadt,pfaadbr01,,Brandon Pfaadt,148632,Brandon Pfaadt,"Pfaadt, Brandon",Brandon Pfaadt
waltebr01,Brandon Walter,Brandon,Walter,sa3010826,Brandon Walter,687888,Brandon Walter,26911750,Brandon Walter,waltebr01,,Brandon Walter,145142,Brandon Walter,"Walter, Brandon",Brandon Walter
willibr02,Brandon Williamson,Brandon,Williamson,sa3011494,Brandon Williamson,682227,Brandon Williamson,3152122,Brandon Williamson,willibr02,,Brandon Williamson,141005,Brandon Williamson,"Williamson, Brandon",Brandon Williamson
woodrbr01,Brandon Woodruff,Brandon,Woodruff,16162,Brandon Woodruff,605540,Brandon Woodruff,2449977,Brandon Woodruff,woodrbr01,37515,Brandon Woodruff,70798,Brandon Woodruff,"Woodruff, Brandon",Brandon Woodruff
garrebr01,Braxton Garrett,Braxton,Garrett,21844,Braxton Garrett,666129,Braxton Garrett,2250592,Braxton Garrett,garrebr01,40971,Braxton Garrett,109128,Braxton Garrett,"Garrett, Braxton",Braxton Garrett
bellobr01,Brayan Bello,Brayan,Bello,23920,Brayan Bello,678394,Brayan Bello,26615413,Brayan Bello,bellobr01,,Brayan Bello,113331,Brayan Bello,"Bello, Brayan",Brayan Bello
rocchbr01,Brayan Rocchio,Brayan,Rocchio,sa3005898,Brayan Rocchio,677587,Brayan Rocchio,3077710,Brayan Rocchio,rocchbr01,,Brayan Rocchio,134616,Brayan Rocchio,"Rocchio, Brayan",Brayan Rocchio
donovbr01,Brendan Donovan,Brendan,Donovan,24679,Brendan Donovan,680977,Brendan Donovan,2932701,Brendan Donovan,donovbr01,,Brendan Donovan,118722,Brendan Donovan,"Donovan, Brendan",Brendan Donovan
rodgebr02,Brendan Rodgers,Brendan,Rodgers,17907,Brendan Rodgers,663898,Brendan Rodgers,2184348,Brendan Rodgers,rodgebr02,35073,Brendan Rodgers,106765,Brendan Rodgers,"Rodgers, Brendan",Brendan Rodgers
davisbr04,Brennen Davis,Brennen,Davis,sa3007876,Brennen Davis,680695,Brennen Davis,2931925,Brennen Davis,davisbr04,41293,Brennen Davis,117646,Brennen Davis,"Davis, Brennen",Brennen Davis
rookebr01,Brent Rooker,Brent,Rooker,19627,Brent Rooker,667670,Brent Rooker,2837434,Brent Rooker,rookebr01,40926,Brent Rooker,110715,Brent Rooker,"Rooker, Brent",Brent Rooker
suterbr01,Brent Suter,Brent,Suter,13942,Brent Suter,608718,Brent Suter,2124204,Brent Suter,suterbr01,36023,Brent Suter,100324,Brent Suter,"Suter, Brent",Brent Suter
batybr01,Brett Baty,Brett,Baty,26123,Brett Baty,683146,Brett Baty,3117539,Brett Baty,batybr01,,Brett Baty,141688,Brett Baty,"Baty, Brett",Brett Baty
kennebr02,Brett Kennedy,Brett,Kennedy,17877,Brett Kennedy,664028,Brett Kennedy,2823678,Brett Kennedy,kennebr02,39872,Brett Kennedy,106251,Brett Kennedy,"Kennedy, Brett",Brett Kennedy
martibr01,Brett Martin,Brett,Martin,17369,Brett Martin,656685,Brett Martin,2453424,Brett Martin,martibr01,39815,Brett Martin,104839,Brett Martin,"Martin, Brett",Brett Martin
phillbr02,Brett Phillips,Brett,Phillips,14735,Brett Phillips,621433,Brett Phillips,2167477,Brett Phillips,phillbr02,33822,Brett Phillips,100628,Brett Phillips,"Phillips, Brett",Brett Phillips
anderbr06,Brian Anderson,Brian,Anderson,18289,Brian Anderson,605119,Brian Anderson,2167336,Brian Anderson,anderbr06,33776,Brian Anderson,70928,Brian Anderson,"Anderson, Brian",Brian Anderson
servebr01,Brian Serven,Brian,Serven,19422,Brian Serven,661531,Brian Serven,3088372,Brian Serven,servebr01,,Brian Serven,108578,Brian Serven,"Serven, Brian",Brian Serven
turanbr02,Brice Turang,Brice,Turang,sa3008294,Brice Turang,668930,Brice Turang,2835080,Brice Turang,turanbr02,,Brice Turang,139196,Brice Turang,"Turang, Brice",Brice Turang
burkebr01,Brock Burke,Brock,Burke,17968,Brock Burke,656271,Brock Burke,3055543,Brock Burke,burkebr01,,Brock Burke,104739,Brock Burke,"Burke, Brock",Brock Burke
raleybr01,Brooks Raley,Brooks,Raley,10061,Brooks Raley,548384,Brooks Raley,2000754,Brooks Raley,raleybr01,,Brooks Raley,59507,Brooks Raley,"Raley, Brooks",Brooks Raley
zimmebr02,Bruce Zimmermann,Bruce,Zimmermann,20370,Bruce Zimmermann,669145,Bruce Zimmermann,3077701,Bruce Zimmermann,zimmebr02,41118,Bruce Zimmermann,111081,Bruce Zimmermann,"Zimmermann, Bruce",Bruce Zimmermann
gratebr01,Brusdar Graterol,Brusdar,Graterol,20367,Brusdar Graterol,660813,Brusdar Graterol,2847302,Brusdar Graterol,gratebr01,40965,Brusdar Graterol,106074,Brusdar Graterol,"Graterol, Brusdar",Brusdar Graterol
abreubr01,Bryan Abreu,Bryan,Abreu,16609,Bryan Abreu,650556,Bryan Abreu,3055522,Bryan Abreu,abreubr01,41208,Bryan Abreu,104258,Bryan Abreu,"Abreu, Bryan",Bryan Abreu
bakerbr01,Bryan Baker,Bryan,Baker,19804,Bryan Baker,641329,Bryan Baker,3157614,Bryan Baker,bakerbr01,,Bryan Baker,107441,Bryan Baker,"Baker, Bryan",Bryan Baker
delacbr01,Bryan De La Cruz,Bryan,De La Cruz,19600,Bryan De La Cruz,650559,Bryan De La Cruz,2822262,Bryan De La Cruz,delacrbr01,,Bryan De La Cruz,104261,Bryan De La Cruz,"De La Cruz, Bryan",Bryan De La Cruz
garcibr01,Bryan Garcia,Bryan,Garcia,19457,Bryan Garcia,650530,Bryan Garcia,2759729,Bryan Garcia,garcibr01,37304,Bryan Garcia,108888,Bryan Garcia,"Garcia, Bryan",Bryan Garcia
matabr01,Bryan Mata,Bryan,Mata,sa917784,Bryan Mata,667356,Bryan Mata,2824203,Bryan Mata,matabr01,,Bryan Mata,108176,Bryan Mata,"Mata, Bryan",Bryan Mata
reynobr01,Bryan Reynolds,Bryan,Reynolds,19326,Bryan Reynolds,668804,Bryan Reynolds,2449444,Bryan Reynolds,reynobr01,38980,Bryan Reynolds,109040,Bryan Reynolds,"Reynolds, Bryan",Bryan Reynolds
shawbr01,Bryan Shaw,Bryan,Shaw,8110,Bryan Shaw,543766,Bryan Shaw,1734606,Bryan Shaw,shawbr01,30589,Bryan Shaw,58661,Bryan Shaw,"Shaw, Bryan",Bryan Shaw
elderbr01,Bryce Elder,Bryce,Elder,27779,Bryce Elder,693821,Bryce Elder,26615410,Bryce Elder,elderbr01,,Bryce Elder,148628,Bryce Elder,"Elder, Bryce",Bryce Elder
harpebr03,Bryce Harper,Bryce,Harper,11579,Bryce Harper,547180,Bryce Harper,1765813,Bryce Harper,harpebr03,30951,Bryce Harper,66018,Bryce Harper,"Harper, Bryce",Bryce Harper
wilsobr02,Bryse Wilson,Bryse,Wilson,19990,Bryse Wilson,669060,Bryse Wilson,2910627,Bryse Wilson,wilsobr02,40922,Bryse Wilson,109108,Bryse Wilson,"Wilson, Bryse",Bryse Wilson
stottbr01,Bryson Stott,Bryson,Stott,26294,Bryson Stott,681082,Bryson Stott,3117910,Bryson Stott,stottbr01,,Bryson Stott,137906,Bryson Stott,"Stott, Bryson",Bryson Stott
thompbu01,Bubba Thompson,Bubba,Thompson,22261,Bubba Thompson,669352,Bubba Thompson,2835080,Bubba Thompson,thompbu01,,Bubba Thompson,110935,Bubba Thompson,"Thompson, Bubba",Bubba Thompson
farmebu01,Buck Farmer,Buck,Farmer,14814,Buck Farmer,571656,Buck Farmer,2141540,Buck Farmer,farmebu01,33627,Buck Farmer,100067,Buck Farmer,"Farmer, Buck",Buck Farmer
kennebu01,Buddy Kennedy,Buddy,Kennedy,22505,Buddy Kennedy,671083,Buddy Kennedy,2837071,Buddy Kennedy,kennebu01,,Buddy Kennedy,110120,Buddy Kennedy,"Kennedy, Buddy",Buddy Kennedy
buxtoby01,Byron Buxton,Byron,Buxton,14161,Byron Buxton,621439,Byron Buxton,2000026,Byron Buxton,buxtoby01,32655,Byron Buxton,100631,Byron Buxton,"Buxton, Byron",Byron Buxton
croncj01,C.J. Cron,C.J.,Cron,12546,C.J. Cron,543068,C.J. Cron,1894603,C.J. Cron,croncj01,32155,C.J. Cron,70301,C.J. Cron,"Cron, C.J.",C.J. Cron
cavalca01,Cade Cavalli,Cade,Cavalli,27473,Cade Cavalli,676917,Cade Cavalli,2836707,Cade Cavalli,cavalca01,,Cade Cavalli,115906,Cade Cavalli,"Cavalli, Cade",Cade Cavalli
mitchca01,Cal Mitchell,Cal,Mitchell,22169,Cal Mitchell,668751,Cal Mitchell,3077696,Cal Mitchell,mitchca01,,Cal Mitchell,110372,Cal Mitchell,"Mitchell, Cal",Cal Mitchell
quantca01,Cal Quantrill,Cal,Quantrill,19312,Cal Quantrill,615698,Cal Quantrill,2250593,Cal Quantrill,quantca01,39875,Cal Quantrill,108430,Cal Quantrill,"Quantrill, Cal",Cal Quantrill
raleica01,Cal Raleigh,Cal,Raleigh,21534,Cal Raleigh,663728,Cal Raleigh,2933037,Cal Raleigh,raleica01,,,133509,Cal Raleigh,"Raleigh, Cal",Cal Raleigh
steveca01,Cal Stevenson,Cal,Stevenson,22411,Cal Stevenson,670276,Cal Stevenson,2933123,Cal Stevenson,steveca01,,Cal Stevenson,137796,Cal Stevenson,"Stevenson, Cal",Cal Stevenson
ferguca01,Caleb Ferguson,Caleb,Ferguson,19349,Caleb Ferguson,657571,Caleb Ferguson,2931288,Caleb Ferguson,ferguca01,41017,Caleb Feguson,105950,Caleb Ferguson,"Ferguson, Caleb",Caleb Ferguson
kiliaca01,Caleb Kilian,Caleb,Kilian,26213,Caleb Kilian,668873,Caleb Kilian,2932849,Caleb Kilian,kiliaca01,,Caleb Kilian,125515,Caleb Kilian,"Kilian, Caleb",Caleb Kilian
smithca03,Caleb Smith,Caleb,Smith,14875,Caleb Smith,592761,Caleb Smith,2504135,Caleb Smith,smithca03,36081,Caleb Smith,102044,Caleb Smith,"Smith, Caleb",Caleb Smith
thielca01,Caleb Thielbar,Caleb,Thielbar,10078,Caleb Thielbar,573204,Caleb Thielbar,1961735,Caleb Thielbar,thielca01,32440,Caleb Thielbar,60922,Caleb Thielbar,"Thielbar, Caleb",Caleb Thielbar
bedroca01,Cam Bedrosian,Cam,Bedrosian,13360,Cam Bedrosian,592135,Cam Bedrosian,1757977,Cam Bedrosian,bedroca01,31716,Cam Bedrosian,66930,Cam Bedrosian,"Bedrosian, Cam",Cam Bedrosian
gallaca01,Cam Gallagher,Cam,Gallagher,12981,Cam Gallagher,595956,Cam Gallagher,2118805,Cam Gallagher,gallaca01,33698,Cam Gallagher,70394,Cam Gallagher,"Gallagher, Cam",Cameron Gallagher
dovalca01,Camilo Doval,Camilo,Doval,21992,Camilo Doval,666808,Camilo Doval,2822464,Camilo Doval,dovalca01,,Camilo Doval,107732,Camilo Doval,"Doval, Camilo",Camilo Doval
smithca05,Canaan Smith-Njigba,Canaan,Smith-Njigba,23264,Canaan Smith-Njigba,675986,Canaan Smith-Njigba,2837520,Canaan Smith-Njigba,smithca05,,Canaan Smith-Njigba,110851,Canaan Smith-Njigba,"Smith-Njigba, Canaan",Canaan Smith-Njigba
edwarca01,Carl Edwards,Carl,Edwards,13607,Carl Edwards,605218,Carl Edwards Jr.,2073701,Carl Edwards,edwarca01,33202,Carl Edwards,71343,Carl Edwards Jr.,"Edwards, Carl",Carl Edwards Jr.
carraca01,Carlos Carrasco,Carlos,Carrasco,6632,Carlos Carrasco,471911,Carlos Carrasco,1231629,Carlos Carrasco,carraca01,28968,Carlos Carrasco,47229,Carlos Carrasco,"Carrasco, Carlos",Carlos Carrasco
correca01,Carlos Correa,Carlos,Correa,14162,Carlos Correa,621043,Carlos Correa,2000028,Carlos Correa,correca01,32653,Carlos Correa,100502,Carlos Correa,"Correa, Carlos",Carlos Correa
estevca01,Carlos Estevez,Carlos,Estevez,14542,Carlos Estevez,608032,Carlos Estevez,2210225,Carlos Estevez,estevca01,34861,Carlos Estevez,70188,Carlos Estevez,"Estevez, Carlos",Carlos Estevez
hernaca04,Carlos Hernandez,Carlos,Hernandez,22713,Carlos Hernandez,672578,Carlos Hernandez,2848440,Carlos Hernandez,hernaca04,,Carlos Hernandez,110000,Carlos Hernandez,"Hernandez, Carlos",Carlos Hernandez
martica04,Carlos Martinez,Carlos,Martinez,11682,Carlos Martinez,593372,Carlos Martinez,1803785,Carlos Martinez,martica04,31340,Carlos Martinez,67219,Carlos Martinez,"Martinez, Carlos",Carlos Martinez
rodonca01,Carlos Rodon,Carlos,Rodon,16137,Carlos Rodon,607074,Carlos Rodon,2138665,Carlos Rodon,rodonca01,33696,Carlos Rodon,70883,Carlos Rodon,"Rodon, Carlos",Carlos Rodon
santaca01,Carlos Santana,Carlos,Santana,2396,Carlos Santana,467793,Carlos Santana,1208743,Carlos Santana,santaca01,30280,Carlos Santana,48929,Carlos Santana,"Santana, Carlos",Carlos Santana
fulmeca01,Carson Fulmer,Carson,Fulmer,18311,Carson Fulmer,608334,Carson Fullmer,2184355,Carson Fulmer,fulmeca01,34913,Carson Fulmer,70611,Carson Fulmer,"Fulmer, Carson",Carson Fullmer
kellyca02,Carson Kelly,Carson,Kelly,13620,Carson Kelly,608348,Carson Kelly,2044542,Carson Kelly,kellyca02,32797,Carson Kelly,70619,Carson Kelly,"Kelly, Carson",Carson Kelly
mizeca01,Casey Mize,Casey,Mize,20492,Casey Mize,663554,Casey Mize,2942958,Casey Mize,mizeca01,41167,Casey Mize,122776,Casey Mize,"Mize, Casey",Casey Mize
schmica01,Casey Schmitt,Casey,Schmitt,sa3014484,Casey Schmitt,669477,Casey Schmitt,26615295,Casey Schmitt,schmica01,,Casey Schmitt,136264,Casey Schmitt,"Schmitt, Casey",Casey Schmitt
biggica01,Cavan Biggio,Cavan,Biggio,19252,Cavan Biggio,624415,Cavan Biggio,2772291,Cavan Biggio,biggica01,37639,Cavan Biggio,101605,Cavan Biggio,"Biggio, Cavan",Cavan Biggio
rafaece01,Ceddanne Rafaela,Ceddanne,Rafaela,sa3005581,Ceddanne Rafaela,678882,Ceddanne Rafaela,2931004,Ceddanne Rafaela,rafaece01,,Ceddanne Rafaela,133479,Ceddanne Rafaela,"Rafaela, Ceddanne",Ceddanne Rafaela
mullice01,Cedric Mullins,Cedric,Mullins,17929,Cedric Mullins,656775,Cedric Mullins,2227731,Cedric Mullins,mullice01,35578,Cedric Mullins,105439,Cedric Mullins II,"Mullins, Cedric",Cedric Mullins
hernace02,Cesar Hernandez,Cesar,Hernandez,10556,Cesar Hernandez,514917,Cesar Hernandez,1784924,Cesar Hernandez,hernace02,31130,Cesar Hernandez,56444,Cesar Hernandez,"Hernandez, Cesar",Cesar Hernandez
valdece01,Cesar Valdez,Cesar,Valdez,9013,Cesar Valdez,491624,Cesar Valdez,1654354,Cesar Valdez,valdece01,,,51845,Cesar Valdez,"Valdez, Cesar",Cesar Valdez
greench03,Chad Green,Chad,Green,15552,Chad Green,643338,Chad Green,2118874,Chad Green,greench03,33325,Chad Green,68565,Chad Green,"Green, Chad",Chad Green
kuhlch01,Chad Kuhl,Chad,Kuhl,14975,Chad Kuhl,641771,Chad Kuhl,2215966,Chad Kuhl,kuhlch01,35021,Chad Kuhl,102639,Chad Kuhl,"Kuhl, Chad",Chad Kuhl
pindech01,Chad Pinder,Chad,Pinder,15191,Chad Pinder,640461,Chad Pinder,2066836,Chad Pinder,pindech01,33771,Chad Pinder,102436,Chad Pinder,"Pinder, Chad",Chad Pinder
wallach01,Chad Wallach,Chad,Wallach,17161,Chad Wallach,595453,Chad Wallach,2166445,Chad Wallach,wallach01,33678,Chad Wallach,68982,Chad Wallach,"Wallach, Chad",Chad Wallach
trompch01,Chadwick Tromp,Chadwick,Tromp,16953,Chadwick Tromp,644433,Chadwick Tromp,2227126,Chadwick Tromp,trompch01,35358,,103625,Chadwick Tromp,"Tromp, Chadwick",Chadwick Tromp
siscoch01,Chance Sisco,Chance,Sisco,15694,Chance Sisco,642082,Chance Sisco,2066827,Chance Sisco,siscoch01,33217,Chance Sisco,102743,Chance Sisco,"Sisco, Chance",Chance Sisco
